id,convnext_pred,swinv2_pred,qwen_pred,is_conflict,final_pred
581,2,2,2,False,2
582,0,2,0,True,0
583,1,1,1,False,1
584,2,2,2,False,2
585,2,2,2,False,2
586,2,2,2,False,2
587,2,2,2,False,2
588,0,0,0,False,0
589,1,1,0,False,1
59,0,0,0,False,0
590,2,2,2,False,2
591,0,0,0,False,0
592,0,0,0,False,0
593,2,2,2,False,2
594,1,1,1,False,1
595,2,2,2,False,2
596,0,0,0,False,0
597,0,0,0,False,0
598,2,2,2,False,2
599,1,1,0,False,1
6,0,0,2,False,0
60,0,2,0,True,0
600,2,2,2,False,2
601,0,0,0,False,0
602,2,2,2,False,2
603,2,2,2,False,2
604,0,0,0,False,0
605,0,0,0,False,0
606,2,2,0,False,2
607,0,0,0,False,0
608,0,0,0,False,0
609,2,2,2,False,2
61,1,1,1,False,1
610,0,0,2,False,0
611,0,0,0,False,0
612,0,0,0,False,0
613,2,2,2,False,2
614,2,2,2,False,2
615,1,1,1,False,1
616,2,2,2,False,2
617,2,2,2,False,2
618,2,2,2,False,2
619,0,0,0,False,0
62,2,2,2,False,2
620,2,2,2,False,2
621,0,0,0,False,0
622,0,0,0,False,0
623,2,2,2,False,2
624,2,2,2,False,2
625,1,1,1,False,1
626,2,2,2,False,2
627,2,2,2,False,2
628,2,2,2,False,2
629,0,0,0,False,0
63,2,2,2,False,2
630,0,0,0,False,0
631,2,2,2,False,2
632,2,2,2,False,2
633,2,2,2,False,2
634,0,0,0,False,0
635,0,0,0,False,0
636,2,2,2,False,2
637,2,0,0,True,0
638,0,0,0,False,0
639,0,0,0,False,0
64,2,2,2,False,2
640,0,0,0,False,0
641,2,2,2,False,2
642,2,2,2,False,2
643,0,2,0,True,0
644,2,2,2,False,2
645,2,2,2,False,2
646,2,2,2,False,2
647,0,0,0,False,0
648,2,2,2,False,2
649,2,2,2,False,2
65,0,0,0,False,0
650,2,2,2,False,2
651,1,1,1,False,1
652,0,0,0,False,0
653,1,1,1,False,1
654,0,0,0,False,0
655,0,0,0,False,0
656,0,0,0,False,0
657,2,2,2,False,2
658,1,1,1,False,1
659,2,2,0,False,2
66,1,1,1,False,1
660,0,0,0,False,0
661,2,2,2,False,2
662,0,0,0,False,0
663,2,2,2,False,2
664,1,1,1,False,1
665,2,2,2,False,2
666,2,2,2,False,2
667,1,1,1,False,1
668,2,2,2,False,2
669,0,0,0,False,0
67,2,2,2,False,2
670,0,0,0,False,0
671,1,1,1,False,1
672,0,0,0,False,0
673,0,0,2,False,0
674,0,0,0,False,0
675,0,0,0,False,0
676,0,2,0,True,0
677,2,2,2,False,2
678,2,2,2,False,2
679,2,2,2,False,2
68,2,2,2,False,2
680,1,1,1,False,1
681,0,0,0,False,0
682,1,1,1,False,1
683,2,2,2,False,2
684,2,2,2,False,2
685,0,0,0,False,0
686,1,1,1,False,1
687,0,2,0,True,0
688,0,0,0,False,0
689,2,2,2,False,2
69,2,2,2,False,2
690,1,1,1,False,1
691,1,1,1,False,1
692,2,2,2,False,2
693,1,1,1,False,1
694,2,2,0,False,2
695,2,2,2,False,2
696,2,2,2,False,2
